"NMI","METER SERIAL NUMBER","CON/GEN","DATE","ESTIMATED?","00:00 - 00:30","00:30 - 01:00","01:00 - 01:30","01:30 - 02:00","02:00 - 02:30","02:30 - 03:00","03:00 - 03:30","03:30 - 04:00","04:00 - 04:30","04:30 - 05:00","05:00 - 05:30","05:30 - 06:00","06:00 - 06:30","06:30 - 07:00","07:00 - 07:30","07:30 - 08:00","08:00 - 08:30","08:30 - 09:00","09:00 - 09:30","09:30 - 10:00","10:00 - 10:30","10:30 - 11:00","11:00 - 11:30","11:30 - 12:00","12:00 - 12:30","12:30 - 13:00","13:00 - 13:30","13:30 - 14:00","14:00 - 14:30","14:30 - 15:00","15:00 - 15:30","15:30 - 16:00","16:00 - 16:30","16:30 - 17:00","17:00 - 17:30","17:30 - 18:00","18:00 - 18:30","18:30 - 19:00","19:00 - 19:30","19:30 - 20:00","20:00 - 20:30","20:30 - 21:00","21:00 - 21:30","21:30 - 22:00","22:00 - 22:30","22:30 - 23:00","23:00 - 23:30","23:30 - 00:00"
6407368008,1109087,Consumption,26/06/2017,No,0.037,0.025,0.063,0.025,0.037,0.037,0.05,0.037,0.025,0.037,0.063,0.025,0.05,0.037,0.05,0.037,0.05,0.025,0.05,0.05,0.025,0.037,0.025,0.063,0.025,0.037,0.025,0.05,0.05,0.025,0.037,0.225,0.075,0.037,0.025,0.05,0.05,0.175,0.175,0.175,0.138,0.037,0.037,0.05,0.037,0.025,0.025,0.063
6407368008,1109087,Consumption,27/06/2017,No,0.037,0.025,0.037,0.063,0.037,0.037,0.037,0.05,0.025,0.037,0.037,0.05,0.05,0.037,0.025,0.138,0.063,0.037,0.025,0.05,0.037,0.025,0.05,0.037,0.037,0.025,0.063,0.025,0.05,0.138,0.05,0.037,0.037,0.063,0.05,0.025,0.087,0.175,0.138,0.138,0.075,0.4,0.563,0.35,0.225,0.225,0.212,0.237
6407368008,1109087,Consumption,28/06/2017,No,0.212,0.212,0.237,0.212,0.225,0.212,0.225,0.225,0.188,0.2,0.175,0.45,1.063,0.463,0.063,0.075,0.037,0.063,0.05,0.037,0.075,0.037,0.05,0.05,0.05,0.063,0.037,0.05,0.063,0.037,0.05,0.063,0.037,0.063,0.037,0.075,0.175,0.175,0.138,0.95,0.662,0.475,0.362,0.05,0.037,0.075,0.037,0.05
6407368008,1109087,Consumption,29/06/2017,No,0.05,0.05,0.113,0.087,0.05,0.05,0.05,0.037,0.075,0.037,0.037,0.063,0.05,0.037,0.05,0.05,0.037,0.163,0.35,0.325,0.313,0.4,0.588,0.05,0.05,0.037,0.063,0.05,0.037,0.063,0.037,0.05,0.063,0.037,0.05,0.05,0.263,1.087,0.5,0.487,0.588,0.525,0.525,0.525,0.487,1.825,1.525,0.338
6407368008,1109087,Consumption,30/06/2017,No,0.212,0.2,0.05,0.05,0.063,0.037,0.063,0.037,0.063,0.025,0.175,0.25,0.1,0.125,0.1,0.1,0.113,0.15,0.588,0.287,0.15,0.063,0.025,0.063,0.025,0.037,0.063,0.087,0.1,0.15,0.325,0.063,0.087,0.075,0.138,0.138,0.037,0.063,0.125,0.475,0.738,0.813,0.575,0.362,0.4,0.388,0.212,0.063
6407368008,1109087,Consumption,01/07/2017,No,0.05,0.063,0.037,0.063,0.05,0.037,0.05,0.075,0.025,0.05,0.175,0.237,0.2,0.225,0.2,0.225,0.212,0.212,0.212,0.212,0.212,0.15,1.05,0.7,0.475,0.037,0.1,0.063,0.713,0.912,1.025,0.412,0.35,0.512,1.188,1.188,1,1.325,2.1,2.563,2.2,1.625,1.363,0.662,0.588,0.55,0.338,0.438
6407368008,1109087,Consumption,02/07/2017,No,0.225,0.25,0.15,0.037,0.063,0.037,0.075,0.037,0.037,0.075,0.05,0.025,0.063,0.05,0.075,0.037,0.063,0.05,0.05,0.188,0.55,0.725,0.3,0.45,0.3,0.45,0.4,0.325,0.287,0.25,0.188,0.925,0.375,0.2,0.588,0.887,1.313,1.875,1.425,0.65,0.55,0.45,0.45,0.113,0.05,0.075,0.025,0.113
6407368008,1109087,Consumption,03/07/2017,No,0.15,0.05,0.113,0.087,0.087,0.113,0.063,0.1,0.087,0.113,0.113,0.087,0.113,0.113,0.125,0.412,0.338,0.313,0.113,0.125,0.237,0.338,0.388,0.313,0.487,0.625,0.35,0.325,0.287,0.263,0.313,0.25,0.237,0.287,0.287,0.375,1.063,1.225,0.725,0.537,0.688,0.588,0.537,0.438,0.15,0.063,0.037,0.063
6407368008,1109087,Consumption,04/07/2017,No,0.05,0.037,0.063,0.037,0.037,0.063,0.037,0.025,0.063,0.037,0.037,0.037,0.063,0.037,0.037,0.025,0.15,0.388,0.275,0.188,0.237,0.35,0.163,0.037,0.063,0.025,0.087,0.075,0.05,0.3,0.175,0.175,0.85,0.925,0.825,0.463,1.113,1.363,1.613,0.95,1.063,0.8,0.7,0.675,0.55,0.463,0.212,0.05
6407368008,1109087,Consumption,05/07/2017,No,0.05,0.063,0.025,0.063,0.037,0.05,0.037,0.05,0.037,0.037,0.037,0.05,0.075,0.05,0.05,0.075,0.388,0.8,0.388,0.362,0.325,1.087,1.15,0.75,0.412,0.263,0.125,0.1,0.125,0.15,0.212,0.175,0.3,0.325,0.7,0.55,0.412,0.362,0.388,0.463,0.4,0.4,0.487,0.825,0.45,0.45,0.3,0.063
6407368008,1109087,Consumption,06/07/2017,No,0.05,0.025,0.063,0.05,0.063,0.025,0.075,0.063,0.1,0.1,0.087,0.1,0.125,0.1,0.1,0.637,0.237,0.275,0.25,0.263,0.212,0.175,0.15,0.138,0.15,0.188,0.175,0.175,0.188,0.188,0.2,0.188,0.125,0.113,0.138,0.163,0.163,0.85,0.838,0.6,0.938,0.512,0.4,0.438,0.438,0.55,0.188,0.075
6407368008,1109087,Consumption,07/07/2017,No,0.037,0.125,0.087,0.037,0.063,0.05,0.063,0.087,0.063,0.1,0.063,0.1,0.1,0.087,0.1,0.075,0.138,0.225,0.6,0.313,1.025,0.75,0.212,0.037,0.063,0.037,0.05,0.037,0.075,0.075,0.1,0.175,0.212,0.188,0.287,0.563,1.325,0.838,0.738,0.637,0.512,0.463,0.175,0.188,0.175,0.188,0.35,0.063
6407368008,1109087,Consumption,08/07/2017,No,0.063,0.037,0.212,0.138,0.113,0.1,0.1,0.125,0.125,0.138,0.1,0.113,0.1,0.113,0.188,0.15,0.1,0.125,0.087,0.412,0.775,0.313,0.625,0.575,0.275,0.237,0.313,1.125,1.175,1.1,1.688,1.438,0.813,1.05,1.488,0.85,0.637,0.662,0.713,1.163,0.838,0.825,0.525,0.412,0.412,0.887,0.25,0.063
6407368008,1109087,Consumption,09/07/2017,No,0.087,0.037,0.063,0.075,0.05,0.063,0.063,0.113,0.075,0.087,0.087,0.1,0.1,0.087,0.1,0.087,0.125,0.075,0.075,0.375,0.512,0.425,0.388,0.275,0.613,0.787,0.537,0.375,0.325,0.338,0.263,0.45,1.013,0.938,0.588,0.4,0.575,0.625,0.688,1.962,2.25,0.963,0.487,0.375,0.275,0.287,0.113,0.113
6407368008,1109087,Consumption,10/07/2017,No,0.188,0.138,0.175,0.2,0.113,0.1,0.075,0.113,0.1,0.087,0.1,0.113,0.1,0.087,0.138,0.175,0.588,0.438,0.3,0.563,0.113,0.037,0.037,0.1,0.063,0.063,0.125,0.138,0.313,0.525,0.512,0.425,0.463,0.388,0.338,0.375,0.675,0.775,0.5,0.575,0.5,0.425,0.087,0.087,0.063,0.075,0.1,0.063
6407368008,1109087,Consumption,11/07/2017,No,0.037,0.087,0.025,0.037,0.05,0.063,0.025,0.037,0.063,0.05,0.037,0.037,0.063,0.037,0.037,0.25,0.287,0.362,1.15,0.9,0.45,0.275,0.2,0.15,0.163,0.1,0.1,0.188,0.175,0.138,0.025,0.1,0.05,0.188,0.675,0.425,0.588,0.662,0.875,0.9,1.163,0.725,0.613,0.738,0.75,0.525,0.575,0.287
6407368008,1109087,Consumption,12/07/2017,No,0.1,0.05,0.05,0.05,0.05,0.087,0.063,0.125,0.087,0.113,0.1,0.125,0.125,0.113,0.113,0.125,0.113,0.25,0.313,0.388,0.4,0.175,0.725,0.212,0.1,0.05,0.037,0.075,0.05,0.05,0.113,0.087,0.125,0.287,0.388,0.425,0.45,1.038,0.95,1.45,0.988,0.975,1.05,1.038,0.838,0.225,0.188,0.063
6407368008,1109087,Consumption,13/07/2017,No,0.063,0.037,0.05,0.05,0.037,0.075,0.063,0.063,0.113,0.05,0.075,0.113,0.075,0.063,0.1,0.1,0.125,0.325,0.512,0.525,0.138,0.225,0.15,0.15,0.125,0.163,0.375,0.313,0.4,0.412,0.388,0.2,0.175,0.188,0.3,0.425,0.55,0.65,0.55,0.55,0.412,0.75,0.825,0.6,0.037,0.075,0.037,0.025
6407368008,1109087,Consumption,14/07/2017,No,0.063,0.05,0.025,0.063,0.05,0.05,0.075,0.138,0.1,0.05,0.063,0.1,0.05,0.05,0.512,0.313,0.85,0.563,0.313,0.25,0.188,0.125,0.087,0.113,0.063,0.075,0.087,0.075,0.163,0.263,0.813,0.3,0.575,0.275,0.287,0.4,0.325,0.388,0.725,0.362,0.25,0.287,0.263,0.362,0.212,0.35,0.163,0.163
6407368008,1109087,Consumption,15/07/2017,No,0.087,0.063,0.063,0.125,0.113,0.1,0.15,0.1,0.113,0.138,0.163,0.125,0.125,0.138,0.175,0.125,0.138,0.175,0.15,0.087,0.075,0.125,0.138,0.087,0.063,0.525,0.087,0.063,0.075,0.075,0.05,0.05,0.075,0.65,0.425,0.313,0.55,0.912,0.625,0.388,0.2,0.863,1.288,1.1,0.575,1.05,0.825,0.45
6407368008,1109087,Consumption,16/07/2017,No,0.075,0.075,0.063,0.113,0.1,0.1,0.125,0.113,0.125,0.125,0.113,0.138,0.138,0.125,0.113,0.388,0.537,0.425,0.438,0.675,0.6,0.362,0.287,0.313,0.212,0.188,0.787,0.938,0.975,0.125,0.037,0.075,0.025,0.212,0.713,0.662,0.725,1.462,1.125,1.063,1.163,0.662,0.675,0.713,0.412,0.3,0.313,0.237
6407368008,1109087,Consumption,17/07/2017,No,0.188,0.15,0.163,0.15,0.138,0.087,0.05,0.075,0.037,0.063,0.063,0.05,0.1,0.087,0.1,0.075,0.313,0.688,0.438,0.7,0.35,0.212,0.125,0.113,0.212,0.037,0.063,0.025,0.037,0.05,0.025,0.05,0.037,0.325,0.237,0.762,1.013,0.338,0.275,0.3,0.287,0.95,1.388,0.838,0.25,0.287,0.2,0.087
6407368008,1109087,Consumption,18/07/2017,No,0.063,0.075,0.075,0.05,0.1,0.063,0.1,0.113,0.075,0.087,0.188,0.138,0.1,0.1,0.525,0.287,0.65,0.313,0.45,0.537,0.163,0.163,0.1,0.025,0.025,0.063,0.025,0.037,0.037,0.037,0.037,0.037,0.113,0.338,0.313,0.225,0.225,0.263,0.65,1.087,1.063,1.063,0.325,0.388,0.875,0.325,0.138,0.087
6407368008,1109087,Consumption,19/07/2017,No,0.075,0.1,0.075,0.1,0.125,0.087,0.1,0.125,0.075,0.1,0.125,0.2,0.075,0.063,0.075,0.6,0.6,0.375,0.6,0.163,0.163,0.113,0.05,0.05,0.063,0.05,0.037,0.05,0.037,0.037,0.15,0.287,0.263,0.388,0.525,0.588,0.55,0.537,0.525,0.588,0.537,0.438,1.225,1.225,1.388,0.463,0.338,0.188
6407368008,1109087,Consumption,20/07/2017,No,0.087,0.063,0.087,0.075,0.063,0.087,0.125,0.1,0.113,0.138,0.113,0.425,0.113,0.1,0.087,0.225,0.35,0.125,0.113,0.163,0.225,0.237,0.113,0.05,0.037,0.063,0.037,0.063,0.063,0.087,0.063,0.15,0.113,0.25,0.287,0.287,0.3,0.75,1.388,1.313,0.912,0.637,0.537,0.463,0.212,0.225,0.087,0.087
6407368008,1109087,Consumption,21/07/2017,No,0.05,0.037,0.087,0.063,0.087,0.087,0.075,0.1,0.125,0.087,0.087,0.138,0.087,0.138,0.188,0.313,0.25,0.225,0.025,0.05,0.263,0.225,0.188,0.138,0.138,0.087,0.313,0.075,0.075,0.075,0.287,0.575,1.313,1.2,0.563,0.95,0.762,0.313,0.338,0.338,0.338,1.337,0.525,0.325,0.362,0.35,0.375,0.188
6407368008,1109087,Consumption,22/07/2017,No,0.05,0.138,0.037,0.063,0.05,0.025,0.05,0.05,0.037,0.087,0.113,0.037,0.05,0.05,0.025,0.037,0.05,0.025,0.05,0.163,0.025,0.35,0.175,0.85,0.275,0.2,0.175,0.35,0.65,0.537,0.438,0.55,0.563,0.475,0.625,1.025,1.25,1.212,1.475,0.688,0.912,1.013,0.838,0.487,0.762,1,0.738,0.138
6407368008,1109087,Consumption,23/07/2017,No,0.05,0.087,0.025,0.063,0.075,0.075,0.1,0.063,0.075,0.15,0.113,0.075,0.087,0.075,0.075,0.087,0.075,0.087,0.113,0.35,0.537,0.475,0.037,0.113,0.087,0.313,0.388,0.438,0.487,0.4,0.3,0.188,0.188,0.15,0.263,0.325,0.3,0.575,0.45,0.45,0.875,0.475,0.7,0.725,0.225,0.25,0.263,0.25
6407368008,1109087,Consumption,24/07/2017,No,0.2,0.05,0.037,0.05,0.037,0.037,0.05,0.05,0.037,0.025,0.063,0.025,0.037,0.063,0.05,0.025,0.037,0.138,0.063,0.037,0.025,0.063,0.025,0.025,0.037,0.338,1.275,1.538,0.45,0.35,0.05,0.1,0.15,0.4,0.375,0.463,1.188,0.85,1.138,0.65,0.425,0.388,0.375,0.225,0.1,0.075,0.037,0.05
6407368008,1109087,Consumption,25/07/2017,No,0.05,0.025,0.063,0.025,0.037,0.05,0.025,0.063,0.075,0.05,0.1,0.05,0.075,0.087,0.063,0.075,0.425,0.2,0.287,0.275,0.275,0.35,0.175,0.113,0.125,0.138,0.05,0.05,0.075,0.05,0.075,0.113,0.075,0.113,0.475,1.363,0.813,0.388,0.537,0.938,0.925,0.65,0.4,0.425,0.313,0.05,0.05,0.075
6407368008,1109087,Consumption,26/07/2017,No,0.025,0.05,0.063,0.025,0.063,0.037,0.025,0.075,0.075,0.037,0.087,0.063,0.05,0.087,0.05,0.6,0.762,0.475,0.362,0.263,0.163,0.113,0.063,0.063,0.075,0.1,0.1,0.212,0.063,0.087,0.125,0.125,0.138,0.675,1.438,1.138,0.588,0.863,0.412,0.512,0.75,0.762,0.637,0.313,0.362,0.05,0.113,0.075
6407368008,1109087,Consumption,27/07/2017,No,0.05,0.113,0.063,0.087,0.1,0.087,0.1,0.075,0.125,0.075,0.087,0.1,0.1,0.113,0.087,0.1,0.125,0.075,0.212,0.237,0.15,0.188,0.138,0.113,0.275,0.1,0.113,0.125,0.125,0.113,0.2,0.3,0.412,0.875,0.825,0.438,0.487,0.938,1.525,1.138,0.4,0.3,0.3,0.813,0.713,0.35,0.313,0.412
6407368008,1109087,Consumption,28/07/2017,No,0.2,0.138,0.188,0.163,0.15,0.163,0.138,0.15,0.163,0.15,0.15,0.225,0.163,0.175,0.212,0.163,0.438,0.338,0.113,0.15,0.212,0.362,0.125,0.163,0.487,1.125,0.475,0.188,0.125,0.163,0.237,0.338,0.537,0.325,0.388,0.55,0.85,1.188,1.725,1.288,0.613,0.713,1.25,0.512,0.375,0.188,0.15,0.113
6407368008,1109087,Consumption,29/07/2017,No,0.063,0.037,0.037,0.063,0.025,0.037,0.063,0.025,0.05,0.1,0.05,0.075,0.075,0.075,0.138,0.237,0.275,0.588,0.35,0.25,0.063,0.388,0.313,0.725,0.125,0.138,0.412,0.6,0.588,0.275,0.6,0.4,0.8,0.4,0.775,1.025,0.588,0.563,0.575,0.55,0.512,0.412,0.388,0.313,0.3,0.425,0.325,0.212
6407368008,1109087,Consumption,30/07/2017,No,0.188,0.138,0.15,0.1,0.138,0.1,0.125,0.113,0.125,0.113,0.475,0.237,0.1,0.113,0.113,0.1,0.15,0.087,0.225,0.113,0.212,0.087,0.725,0.275,0.087,0.275,0.1,0.25,0.05,0.125,0.212,0.225,0.25,0.15,0.15,0.15,0.125,0.175,0.287,0.662,0.575,0.55,0.637,0.813,1.087,0.863,0.287,0.838
6407368008,1109087,Consumption,31/07/2017,No,0.25,0.063,0.087,0.063,0.063,0.075,0.063,0.05,0.087,0.1,0.075,0.125,0.075,0.138,0.125,0.063,0.087,0.637,0.725,0.412,0.212,0.125,0.063,0.1,0.037,0.025,0.05,0.025,0.025,0.125,0.113,0.063,0.1,0.113,0.113,0.388,1.1,1.738,1.788,1.175,0.725,0.988,0.9,0.412,0.475,0.237,0.15,0.075
6407368008,1109087,Consumption,01/08/2017,No,0.1,0.063,0.075,0.087,0.063,0.1,0.087,0.138,0.113,0.125,0.1,0.138,0.113,0.125,0.125,0.138,0.537,0.6,0.113,0.087,0.512,0.063,0.025,0.037,0.037,0.15,0.537,0.15,0.225,0.1,0.338,0.237,0.15,0.212,0.412,0.613,0.163,0.25,0.463,0.775,1.475,1.325,0.738,0.688,0.625,0.975,0.675,0.275
6407368008,1109087,Consumption,02/08/2017,No,0.087,0.075,0.087,0.05,0.075,0.087,0.087,0.113,0.138,0.1,0.125,0.113,0.138,0.113,0.125,0.125,0.188,0.3,0.25,0.275,0.275,0.188,0.075,0.05,0.037,0.037,0.05,0.463,0.237,0.05,0.037,0.05,0.713,0.463,1.4,2.15,0.537,0.825,1.038,0.5,0.463,0.95,1.113,1,1.063,0.938,0.425,0.125
6407368008,1109087,Consumption,03/08/2017,No,0.075,0.087,0.087,0.05,0.113,0.1,0.138,0.113,0.125,0.1,0.163,0.113,0.15,0.113,0.138,0.163,0.675,0.313,0.35,0.625,0.688,0.287,0.175,0.263,0.362,0.037,0.037,0.05,0.037,0.225,1.063,0.3,0.863,0.338,0.313,0.275,0.237,0.237,0.25,0.7,0.7,0.75,0.625,0.463,0.45,0.45,1.075,0.463
6407368008,1109087,Consumption,04/08/2017,No,0.263,0.063,0.05,0.063,0.05,0.05,0.075,0.037,0.063,0.075,0.075,0.075,0.075,0.087,0.113,0.35,0.45,0.275,0.375,0.263,0.487,0.113,0.138,0.125,0.125,0.125,0.125,0.125,0.113,0.125,0.125,0.113,0.125,0.3,1.212,1.238,0.938,0.963,0.787,0.7,0.438,1.275,0.825,1.175,0.963,1.087,1.025,0.725
6407368008,1109087,Consumption,05/08/2017,No,0.188,0.087,0.05,0.037,0.05,0.05,0.1,0.05,0.1,0.05,0.063,0.087,0.075,0.188,0.225,0.225,0.25,0.212,0.15,0.1,0.15,0.212,0.1,0.1,0.075,0.362,0.487,0.775,0.45,0.525,0.263,0.2,0.512,0.263,0.163,0.263,0.512,0.412,0.425,0.475,0.525,0.463,0.613,1.163,1.125,1.2,1.175,0.725
6407368008,1109087,Consumption,06/08/2017,No,0.175,0.063,0.075,0.05,0.063,0.287,0.45,0.425,0.425,0.45,0.425,0.475,0.425,0.525,0.625,0.588,0.125,0.113,0.138,0.087,0.287,0.525,0.575,0.325,0.563,0.787,0.762,1.025,0.588,0.537,0.237,0.525,0.563,0.563,0.275,0.975,0.55,0.375,0.813,0.912,0.838,0.487,0.575,0.838,0.537,0.125,0.05,0.075
6407368008,1109087,Consumption,07/08/2017,No,0.075,0.113,0.063,0.113,0.075,0.1,0.1,0.1,0.1,0.087,0.1,0.125,0.075,0.125,0.087,0.075,0.438,0.263,0.275,0.188,0.388,0.338,0.35,0.762,0.275,0.175,0.113,0.163,0.188,0.163,0.163,0.15,0.2,0.263,0.487,0.5,0.45,0.975,1.313,1.35,0.537,0.412,0.4,0.412,1.1,0.887,0.588,0.1
6407368008,1109087,Consumption,08/08/2017,No,0.037,0.075,0.05,0.087,0.075,0.075,0.1,0.075,0.087,0.075,0.1,0.1,0.075,0.1,0.087,0.075,0.15,0.713,0.875,0.212,0.163,0.188,0.125,0.163,0.225,0.2,0.3,0.3,0.35,0.325,0.3,0.225,0.35,0.163,0.287,0.263,0.55,1.288,1.788,1.5,0.9,0.6,0.625,0.725,0.563,0.4,0.487,0.063
6407368008,1109087,Consumption,09/08/2017,No,0.037,0.138,0.075,0.063,0.025,0.075,0.025,0.05,0.05,0.025,0.05,0.05,0.037,0.087,0.063,0.087,0.463,0.325,0.35,0.188,0.163,0.087,0.037,0.063,0.025,0.063,0.025,0.512,0.338,0.087,0.163,0.163,0.188,0.625,0.575,0.388,0.85,0.65,0.575,0.388,0.4,0.388,0.813,1.025,0.512,0.463,0.45,0.463
6407368008,1109087,Consumption,10/08/2017,No,0.25,0.087,0.037,0.063,0.037,0.05,0.037,0.025,0.063,0.025,0.05,0.138,0.037,0.075,0.025,0.063,0.525,0.4,0.487,0.1,0.075,0.838,0.5,0.575,0.212,0.163,0.2,0.325,0.2,0.138,0.113,0.212,0.175,0.237,0.212,0.275,0.212,0.25,0.537,0.475,0.487,0.525,0.762,0.6,0.463,0.887,0.762,0.5
6407368008,1109087,Consumption,11/08/2017,No,0.263,0.087,0.037,0.05,0.037,0.05,0.037,0.05,0.025,0.063,0.025,0.05,0.037,0.05,0.025,0.05,0.075,0.212,0.563,0.188,0.125,0.313,0.188,0.237,0.175,0.175,0.188,0.188,0.25,0.375,0.375,0.362,0.25,0.425,0.787,0.225,0.275,0.35,0.487,0.912,1.875,1.525,1.013,1.225,1.212,0.487,0.125,0.075
6407368008,1109087,Consumption,12/08/2017,No,0.1,0.075,0.1,0.063,0.087,0.063,0.075,0.063,0.075,0.063,0.05,0.087,0.05,0.087,0.075,0.087,0.087,0.063,0.2,0.037,0.075,0.313,0.188,0.163,0.175,0.175,0.188,1.325,0.725,0.4,0.875,0.463,0.412,0.575,0.3,0.237,0.225,0.25,0.263,0.35,0.275,0.287,0.263,0.475,0.375,0.412,0.263,0.45
6407368008,1109087,Consumption,13/08/2017,No,0.1,0.075,0.063,0.075,0.087,0.075,0.05,0.063,0.063,0.05,0.063,0.05,0.075,0.037,0.075,0.075,0.063,0.588,0.063,0.087,0.55,0.5,0.65,0.275,0.037,0.362,0.287,0.25,0.188,0.037,0.075,0.025,0.075,0.025,0.063,0.037,0.075,0.512,0.35,0.688,1.313,0.887,0.775,0.738,0.525,0.362,0.15,0.138
6407368008,1109087,Consumption,14/08/2017,No,0.05,0.075,0.025,0.063,0.037,0.037,0.063,0.037,0.037,0.063,0.037,0.138,0.25,0.2,0.175,0.15,0.225,0.237,0.425,0.313,0.688,0.338,0.138,0.125,0.163,0.113,0.163,0.688,0.537,0.163,0.075,0.087,0.087,0.075,0.237,0.188,0.2,0.3,0.425,0.412,0.237,0.263,0.425,0.575,0.5,0.438,0.325,0.163
6407368008,1109087,Consumption,15/08/2017,No,0.212,0.188,0.125,0.138,0.125,0.113,0.15,0.1,0.138,0.113,0.113,0.138,0.113,0.113,0.138,0.1,0.087,0.35,0.412,0.25,0.237,0.138,0.175,0.825,0.087,0.087,0.037,0.212,0.65,0.375,0.35,0.313,0.4,0.425,0.225,0.188,0.688,0.55,0.45,1.087,0.762,0.662,0.762,0.963,0.887,1.313,1.075,0.912
6407368008,1109087,Consumption,16/08/2017,No,0.338,0.188,0.125,0.063,0.087,0.1,0.05,0.113,0.063,0.075,0.087,0.05,0.1,0.063,0.063,0.087,0.037,0.15,0.4,0.362,0.163,0.1,0.087,0.438,0.05,0.025,0.113,0.125,0.787,0.113,0.1,0.063,0.075,0.063,0.05,0.263,0.65,0.662,0.425,0.388,0.537,0.613,0.637,0.613,0.463,0.613,0.275,0.087
6407368008,1109087,Consumption,17/08/2017,No,0.075,0.05,0.1,0.05,0.05,0.087,0.037,0.05,0.075,0.037,0.425,0.188,0.05,0.05,0.087,0.087,0.338,0.425,0.85,0.425,0.313,0.875,0.613,0.3,0.025,0.05,0.05,0.025,0.05,0.05,0.025,0.037,0.125,0.975,0.75,0.463,0.4,0.375,0.637,0.813,0.863,0.738,0.487,0.475,0.338,0.813,0.637,0.475
6407368008,1109087,Consumption,18/08/2017,No,0.325,0.113,0.063,0.063,0.05,0.037,0.075,0.063,0.075,0.087,0.075,0.1,0.063,0.1,0.113,0.075,0.15,0.125,0.025,0.063,0.05,0.025,0.087,0.025,0.05,0.063,0.063,0.075,0.037,0.613,0.263,0.237,0.438,0.45,0.662,0.55,0.637,1.063,0.775,0.525,1.212,0.388,0.325,0.512,0.625,0.463,0.55,0.438
6407368008,1109087,Consumption,19/08/2017,No,0.125,0.075,0.037,0.05,0.05,0.05,0.075,0.1,0.075,0.087,0.1,0.087,0.075,0.125,0.1,0.338,0.275,0.237,0.212,0.225,0.388,0.175,0.35,0.25,0.775,0.6,0.388,0.138,0.15,0.113,0.175,0.212,0.188,0.3,0.362,0.375,0.475,0.313,0.325,0.912,0.487,0.45,0.65,1.075,0.55,0.5,0.487,0.463
6407368008,1109087,Consumption,20/08/2017,No,0.487,0.4,0.125,0.075,0.05,0.037,0.087,0.063,0.1,0.113,0.075,0.125,0.113,0.1,0.1,0.125,0.075,0.05,0.063,0.037,0.075,0.75,0.637,0.425,0.438,0.5,0.037,0.025,0.05,0.075,0.113,0.212,0.275,0.512,0.4,0.3,1.175,0.8,1.238,0.35,0.362,0.438,0.537,0.412,0.388,0.15,0.163,0.1
6407368008,1109087,Consumption,21/08/2017,No,0.125,0.113,0.1,0.2,0.188,0.125,0.125,0.15,0.138,0.138,0.163,0.15,0.163,0.463,0.338,0.487,0.138,0.212,0.2,0.575,0.087,0.113,0.05,0.075,0.087,0.075,0.05,0.075,0.05,0.025,0.075,0.05,0.025,0.075,0.338,0.613,0.575,0.675,0.975,0.525,0.775,0.825,1,0.775,0.7,1.225,0.912,0.163
6407368008,1109087,Consumption,22/08/2017,No,0.063,0.037,0.063,0.025,0.087,0.037,0.075,0.075,0.1,0.075,0.1,0.1,0.087,0.1,0.087,0.075,0.463,0.163,0.063,0.025,0.125,0.212,0.813,0.637,0.188,0.037,0.037,0.063,0.037,0.037,0.063,0.025,0.05,0.25,0.163,0.175,0.175,0.25,0.775,0.55,0.563,0.813,0.9,0.412,0.825,0.588,0.525,0.45
6407368008,1109087,Consumption,23/08/2017,No,0.362,0.325,0.287,0.125,0.087,0.05,0.037,0.075,0.025,0.037,0.063,0.037,0.05,0.075,0.075,0.063,0.125,0.375,0.15,0.05,0.05,0.138,0.075,0.05,0.05,0.05,0.025,0.063,0.037,0.025,0.063,0.025,0.037,0.05,0.362,0.537,0.5,0.675,0.637,0.662,0.675,1.55,1.513,0.813,0.525,0.188,0.113,0.037
6407368008,1109087,Consumption,24/08/2017,No,0.037,0.063,0.05,0.037,0.037,0.05,0.063,0.05,0.125,0.075,0.063,0.113,0.113,0.1,0.338,0.637,0.275,0.025,0.037,0.525,0.087,0.037,0.063,0.025,0.025,0.037,0.063,0.025,0.025,0.063,0.037,0.05,0.05,0.063,0.475,0.65,0.887,0.512,0.575,0.912,0.55,0.475,1,0.55,0.575,0.362,0.188,0.225
6407368008,1109087,Consumption,25/08/2017,No,0.2,0.063,0.1,0.05,0.075,0.063,0.063,0.087,0.075,0.087,0.113,0.113,0.113,0.1,0.087,0.463,0.25,0.063,0.487,0.075,0.4,1.125,0.787,0.175,0.037,0.025,0.075,0.025,0.063,0.2,0.237,0.237,0.2,0.175,0.075,0.138,0.163,0.25,0.425,0.762,1.113,0.662,0.637,0.425,0.5,0.275,0.138,0.15
6407368008,1109087,Consumption,26/08/2017,No,0.087,0.05,0.063,0.075,0.125,0.075,0.05,0.05,0.05,0.025,0.075,0.025,0.037,0.063,0.037,0.225,0.263,0.212,0.388,1.075,0.6,0.8,0.15,0.15,0.087,0.325,0.738,1.05,0.762,0.125,0.15,0.15,0.25,0.263,0.35,0.688,1.263,1.425,1.225,0.425,1.138,0.963,0.887,0.625,0.55,0.412,0.125,0.075
