"NMI","METER SERIAL NUMBER","CON/GEN","DATE","ESTIMATED?","00:00 - 00:30","00:30 - 01:00","01:00 - 01:30","01:30 - 02:00","02:00 - 02:30","02:30 - 03:00","03:00 - 03:30","03:30 - 04:00","04:00 - 04:30","04:30 - 05:00","05:00 - 05:30","05:30 - 06:00","06:00 - 06:30","06:30 - 07:00","07:00 - 07:30","07:30 - 08:00","08:00 - 08:30","08:30 - 09:00","09:00 - 09:30","09:30 - 10:00","10:00 - 10:30","10:30 - 11:00","11:00 - 11:30","11:30 - 12:00","12:00 - 12:30","12:30 - 13:00","13:00 - 13:30","13:30 - 14:00","14:00 - 14:30","14:30 - 15:00","15:00 - 15:30","15:30 - 16:00","16:00 - 16:30","16:30 - 17:00","17:00 - 17:30","17:30 - 18:00","18:00 - 18:30","18:30 - 19:00","19:00 - 19:30","19:30 - 20:00","20:00 - 20:30","20:30 - 21:00","21:00 - 21:30","21:30 - 22:00","22:00 - 22:30","22:30 - 23:00","23:00 - 23:30","23:30 - 00:00"
6407368008,1109087,Consumption,25/04/2017,No,0.05,0.05,0.05,0.05,0.037,0.063,0.037,0.05,0.037,0.05,0.037,0.05,0.037,0.063,0.025,0.125,0.075,0.063,0.175,0.05,0.087,0.063,0.087,0.087,0.325,0.275,0.263,0.2,0.325,0.263,0.15,0.588,0.175,0.175,0.425,1.013,1.038,0.912,0.45,0.375,0.375,0.475,0.45,0.3,0.287,0.325,0.287,0.3
6407368008,1109087,Consumption,26/04/2017,No,0.15,0.063,0.05,0.063,0.037,0.05,0.037,0.063,0.025,0.063,0.025,0.087,0.1,0.05,0.037,0.05,0.275,0.475,0.325,0.287,0.175,0.163,0.275,0.025,0.063,0.212,0.6,0.863,0.175,0.15,0.15,0.15,0.338,0.237,0.175,0.225,0.563,0.45,0.5,0.813,0.625,0.637,0.588,0.55,0.613,0.525,0.512,0.1
6407368008,1109087,Consumption,27/04/2017,No,0.05,0.05,0.063,0.037,0.05,0.05,0.037,0.05,0.05,0.037,0.05,0.025,0.05,0.05,0.25,0.55,0.463,0.875,1.05,0.887,0.25,0.113,0.063,0.037,0.05,0.037,0.05,0.25,0.225,0.212,0.175,0.188,0.175,0.138,0.212,0.263,0.275,0.287,0.688,0.625,0.713,1.025,1.275,1.212,0.588,0.375,0.325,0.113
6407368008,1109087,Consumption,28/04/2017,No,0.087,0.087,0.087,0.05,0.05,0.113,0.037,0.1,0.087,0.063,0.037,0.063,0.037,0.063,0.025,0.2,0.2,0.212,0.35,0.212,0.188,0.2,0.15,0.087,0.025,0.05,0.037,0.087,0.05,0.075,0.087,0.113,0.1,0.125,0.225,0.375,0.237,0.425,0.75,0.875,1.038,0.963,0.438,0.4,0.45,0.338,0.063,0.1
6407368008,1109087,Consumption,29/04/2017,No,0.063,0.063,0.037,0.063,0.025,0.05,0.037,0.05,0.037,0.113,0.05,0.05,0.037,0.05,0.087,0.05,0.025,0.05,0.037,0.05,0.025,0.113,0.125,0.35,0.637,0.65,0.188,0.063,0.287,0.3,0.275,0.4,0.438,0.7,0.925,0.975,1.013,0.887,0.688,0.287,0.412,0.3,0.338,0.362,0.325,0.275,0.125,0.1
6407368008,1109087,Consumption,30/04/2017,No,0.163,0.087,0.05,0.05,0.05,0.037,0.05,0.037,0.05,0.025,0.063,0.025,0.05,0.025,0.05,0.037,0.037,0.163,0.063,0.237,0.05,0.05,0.575,0.4,0.087,0.087,0.025,0.05,0.063,0.037,0.225,0.087,0.1,0.3,0.275,0.225,0.412,0.713,0.463,0.438,0.4,0.4,0.4,0.388,0.338,0.287,0.325,0.412
6407368008,1109087,Consumption,01/05/2017,No,0.438,0.65,0.662,0.075,0.063,0.025,0.05,0.037,0.025,0.063,0.025,0.037,0.05,0.037,0.037,0.087,0.338,0.6,0.738,0.313,0.113,0.05,0.037,0.037,0.063,0.025,0.063,0.025,0.05,0.025,0.287,0.525,0.575,0.263,0.425,0.438,0.463,0.575,0.487,0.5,0.362,0.388,0.25,0.25,0.225,0.263,0.225,0.25
6407368008,1109087,Consumption,02/05/2017,No,0.125,0.037,0.063,0.037,0.063,0.037,0.087,0.1,0.05,0.05,0.05,0.037,0.05,0.037,0.05,0.037,0.025,0.338,0.237,0.263,0.2,0.163,0.087,0.163,0.138,0.113,0.6,0.8,0.713,0.512,0.3,0.325,0.3,0.325,0.313,0.287,0.212,0.113,0.912,1.025,0.813,0.563,1.313,1.087,0.713,0.575,0.4,0.35
6407368008,1109087,Consumption,03/05/2017,No,0.388,0.05,0.063,0.05,0.05,0.037,0.05,0.063,0.05,0.05,0.037,0.037,0.063,0.037,0.063,0.025,0.138,0.037,0.163,0.1,0.063,0.037,0.037,0.037,0.05,0.1,0.037,0.075,0.05,0.075,0.05,0.075,0.05,0.075,0.313,0.487,0.4,0.438,0.588,0.563,0.55,0.487,0.537,0.475,0.375,0.375,0.375,0.362
6407368008,1109087,Consumption,04/05/2017,No,0.35,0.063,0.037,0.063,0.037,0.075,0.05,0.113,0.05,0.075,0.037,0.05,0.037,0.063,0.037,0.063,0.037,0.2,0.412,0.225,0.087,0.075,0.063,0.25,0.037,0.063,0.163,0.075,0.113,0.8,0.613,0.163,0.075,0.138,0.55,0.963,0.338,0.35,0.713,1.163,0.388,0.325,0.237,0.263,0.35,0.325,0.313,0.287
6407368008,1109087,Consumption,05/05/2017,No,0.138,0.05,0.05,0.05,0.025,0.063,0.025,0.05,0.037,0.063,0.05,0.037,0.037,0.05,0.05,0.15,0.037,0.263,0.275,0.163,0.087,0.05,0.05,0.037,0.037,0.063,0.15,0.063,0.063,0.237,0.163,0.15,0.3,0.15,0.463,0.287,0.375,0.4,0.613,0.688,0.2,0.263,0.388,0.325,0.163,0.087,0.063,0.05
6407368008,1109087,Consumption,06/05/2017,No,0.063,0.037,0.063,0.037,0.05,0.05,0.05,0.05,0.037,0.063,0.025,0.063,0.025,0.063,0.025,0.063,0.125,0.525,0.613,0.438,0.225,0.463,0.163,0.188,0.375,0.425,0.475,0.362,0.412,0.438,0.463,0.487,0.463,0.412,0.375,0.637,0.55,0.55,0.537,0.5,0.275,0.3,0.487,0.225,0.175,0.15,0.138,0.037
6407368008,1109087,Consumption,07/05/2017,No,0.063,0.037,0.1,0.05,0.063,0.037,0.037,0.063,0.025,0.063,0.037,0.037,0.125,0.125,0.188,0.05,0.037,0.1,0.212,0.2,0.2,0.188,0.287,0.275,0.275,0.263,0.313,0.313,0.263,0.237,0.25,0.412,0.412,0.525,0.4,0.412,0.438,0.537,0.362,0.6,1.038,0.762,0.275,0.225,0.175,0.15,0.125,0.125
6407368008,1109087,Consumption,08/05/2017,No,0.163,0.175,0.1,0.063,0.075,0.037,0.063,0.025,0.063,0.025,0.063,0.025,0.05,0.037,0.05,0.025,0.063,0.05,0.1,0.05,0.025,0.05,0.037,0.05,0.025,0.05,0.037,0.037,0.05,0.3,0.287,0.25,0.838,0.738,0.912,0.825,0.45,0.475,0.438,0.4,0.45,0.5,0.613,0.5,0.362,0.113,0.125,0.113
6407368008,1109087,Consumption,09/05/2017,No,0.1,0.087,0.087,0.087,0.087,0.087,0.15,0.1,0.087,0.087,0.1,0.087,0.087,0.087,0.087,0.087,0.075,0.1,0.388,0.875,0.338,0.4,0.388,0.287,0.25,0.188,0.338,0.8,0.138,0.087,0.188,0.263,0.263,0.25,0.338,0.375,0.325,0.4,0.438,1.688,1.2,0.7,0.325,0.313,0.75,0.537,0.5,0.537
6407368008,1109087,Consumption,10/05/2017,No,0.512,0.5,0.425,0.475,0.338,0.063,0.075,0.05,0.125,0.087,0.037,0.075,0.037,0.063,0.05,0.037,0.075,0.037,0.063,0.063,0.15,0.1,0.087,0.125,0.05,0.15,0.05,0.05,0.588,0.438,0.125,0.037,0.113,0.287,0.325,0.275,0.375,0.637,1,0.8,0.425,0.3,0.138,0.138,0.087,0.063,0.037,0.087
6407368008,1109087,Consumption,11/05/2017,No,0.063,0.087,0.05,0.037,0.05,0.037,0.063,0.025,0.037,0.075,0.037,0.025,0.125,0.075,0.025,0.063,0.025,0.125,0.313,0.2,0.225,0.15,0.15,0.1,0.1,0.1,0.1,0.075,0.588,0.125,0.1,0.138,0.087,0.113,0.263,0.313,1.488,1.125,1.413,0.838,0.85,0.237,0.263,0.113,0.075,0.237,0.037,0.075
6407368008,1109087,Consumption,12/05/2017,No,0.05,0.05,0.063,0.025,0.063,0.037,0.05,0.063,0.025,0.063,0.05,0.05,0.037,0.037,0.113,0.375,0.025,0.063,0.025,0.025,0.15,0.45,0.163,0.113,0.063,0.05,0.05,0.037,0.237,0.188,0.237,0.212,0.675,0.25,0.2,0.225,0.588,0.525,1.087,0.787,0.512,0.512,0.313,0.325,0.212,0.05,0.075,0.037
6407368008,1109087,Consumption,13/05/2017,No,0.063,0.037,0.05,0.05,0.037,0.063,0.037,0.05,0.037,0.025,0.063,0.037,0.05,0.037,0.025,0.063,0.2,0.037,0.063,0.037,0.75,0.237,0.912,0.863,0.438,0.138,0.15,0.175,0.113,0.1,0.1,0.138,0.138,0.787,0.95,0.588,0.45,0.487,0.475,0.325,0.325,0.3,0.35,0.3,0.338,0.287,0.163,0.087
6407368008,1109087,Consumption,14/05/2017,No,0.025,0.075,0.025,0.05,0.05,0.025,0.063,0.025,0.138,0.037,0.037,0.063,0.037,0.037,0.063,0.025,0.025,0.063,0.025,0.263,0.487,0.075,0.113,0.3,0.375,0.325,0.463,0.237,0.225,0.175,0.362,0.35,0.313,0.55,0.938,0.35,0.338,0.362,0.463,0.613,1.625,1.35,0.525,0.237,0.313,0.388,0.388,0.163
6407368008,1109087,Consumption,15/05/2017,No,0.075,0.087,0.05,0.05,0.063,0.037,0.05,0.05,0.037,0.05,0.037,0.1,0.037,0.05,0.025,0.075,0.025,0.05,0.188,0.825,0.688,0.9,1.013,0.938,0.35,0.263,0.237,0.912,0.725,0.725,0.725,0.45,0.1,0.287,0.463,0.425,0.412,0.388,0.55,0.475,0.412,0.425,0.388,0.625,0.362,0.138,0.125,0.237
6407368008,1109087,Consumption,16/05/2017,No,0.075,0.063,0.05,0.05,0.05,0.037,0.075,0.05,0.063,0.025,0.063,0.025,0.05,0.063,0.037,0.037,0.05,0.025,0.125,0.525,0.487,0.487,1.413,1.075,0.35,0.212,0.113,0.025,0.063,0.025,0.063,0.037,0.05,0.388,0.338,1.2,0.813,0.787,0.688,0.55,0.5,0.525,0.487,0.55,0.45,0.3,0.25,0.125
6407368008,1109087,Consumption,17/05/2017,No,0.087,0.05,0.05,0.037,0.063,0.025,0.063,0.037,0.037,0.05,0.287,0.188,0.087,0.087,0.125,0.1,0.1,0.55,0.287,0.3,0.163,0.125,0.338,0.3,0.4,0.263,0.138,0.175,0.125,0.113,0.138,0.1,0.125,0.087,0.212,0.237,0.212,0.237,0.2,0.263,0.8,0.3,0.287,0.35,0.463,0.375,0.113,0.063
6407368008,1109087,Consumption,18/05/2017,No,0.063,0.037,0.063,0.037,0.063,0.037,0.037,0.05,0.037,0.063,0.025,0.037,0.05,0.037,0.05,0.412,0.575,0.263,0.212,0.1,0.125,0.087,0.05,0.037,0.063,0.037,0.1,0.063,0.225,0.05,0.037,0.15,0.075,0.113,0.125,0.3,0.412,0.475,0.425,0.45,0.438,0.45,0.45,0.388,0.263,0.063,0.087,0.075
6407368008,1109087,Consumption,19/05/2017,No,0.05,0.125,0.075,0.037,0.05,0.05,0.037,0.063,0.025,0.063,0.025,0.225,0.188,0.2,0.188,0.175,0.037,0.037,0.05,0.025,0.05,0.037,0.05,0.113,0.813,0.662,0.412,0.15,0.225,0.45,0.487,0.3,0.4,0.263,0.487,0.25,0.287,0.237,0.313,0.212,0.313,0.175,0.138,0.125,0.163,0.275,0.15,0.05
6407368008,1109087,Consumption,20/05/2017,No,0.063,0.037,0.075,0.025,0.05,0.037,0.05,0.037,0.037,0.125,0.075,0.025,0.063,0.037,0.05,0.037,0.037,0.05,0.037,0.05,0.275,0.287,0.1,0.113,0.075,0.087,0.388,0.375,0.125,0.237,0.35,0.225,0.212,0.338,0.175,0.425,0.463,0.3,0.338,0.45,0.388,0.325,0.912,0.4,0.212,0.087,0.05,0.113
6407368008,1109087,Consumption,21/05/2017,No,0.063,0.05,0.05,0.025,0.063,0.037,0.05,0.037,0.025,0.138,0.075,0.025,0.063,0.025,0.05,0.037,0.025,0.063,0.025,0.35,0.613,0.287,0.125,0.063,0.075,0.037,0.087,0.063,0.175,0.1,0.55,0.563,0.425,0.225,0.163,0.163,0.65,1.087,0.963,0.537,0.6,0.875,0.65,0.425,0.2,0.225,0.087,0.075
6407368008,1109087,Consumption,22/05/2017,No,0.1,0.05,0.138,0.1,0.037,0.063,0.037,0.063,0.037,0.05,0.037,0.063,0.037,0.05,0.037,0.05,0.05,0.05,0.037,0.15,0.063,0.075,0.525,0.65,0.637,0.087,0.175,0.138,0.212,0.175,0.163,0.163,0.15,0.175,0.175,0.4,0.438,0.487,1.075,0.85,0.338,0.463,0.537,0.5,0.925,1.138,0.938,0.375
6407368008,1109087,Consumption,23/05/2017,No,0.175,0.063,0.037,0.15,0.087,0.025,0.075,0.025,0.063,0.025,0.063,0.037,0.063,0.025,0.063,0.025,0.037,0.063,0.237,0.087,0.05,0.037,0.175,0.175,0.175,0.075,0.163,0.125,0.163,0.063,0.087,0.063,0.063,0.113,0.2,0.362,0.487,0.8,0.338,0.375,0.287,0.325,0.325,0.313,0.362,0.313,0.063,0.063
6407368008,1109087,Consumption,24/05/2017,No,0.037,0.075,0.05,0.063,0.05,0.037,0.15,0.075,0.05,0.063,0.163,0.225,0.163,0.15,0.138,0.1,0.15,0.087,0.113,0.6,1.188,0.438,0.388,0.087,0.1,0.075,0.425,0.125,0.138,0.125,0.113,0.138,0.113,0.275,0.338,0.313,0.338,0.412,0.8,1.913,1.013,0.575,0.438,0.388,0.4,0.45,0.45,0.362
6407368008,1109087,Consumption,25/05/2017,No,0.212,0.075,0.063,0.037,0.087,0.037,0.037,0.138,0.087,0.05,0.063,0.037,0.037,0.063,0.037,0.175,0.25,0.05,0.037,0.063,0.225,0.613,0.5,0.35,0.275,0.237,0.075,0.087,0.05,0.087,0.325,0.225,0.225,0.338,0.362,0.463,0.388,0.45,0.2,0.263,0.212,0.225,0.225,0.313,0.275,0.338,0.287,0.237
6407368008,1109087,Consumption,26/05/2017,No,0.063,0.075,0.037,0.063,0.037,0.037,0.075,0.037,0.05,0.05,0.037,0.063,0.037,0.037,0.063,0.037,0.037,0.175,0.55,0.188,0.113,0.25,0.15,0.613,0.237,0.163,0.188,0.163,0.375,0.263,0.063,0.075,0.037,0.075,0.2,0.263,0.487,0.475,0.438,0.375,0.325,0.3,0.325,0.287,0.287,0.237,0.325,0.15
6407368008,1109087,Consumption,27/05/2017,No,0.063,0.05,0.037,0.063,0.025,0.05,0.05,0.025,0.063,0.037,0.263,0.5,0.05,0.037,0.063,0.025,0.037,0.05,0.075,0.05,0.075,0.063,0.125,0.325,0.175,0.287,0.362,0.825,0.2,0.225,0.212,0.287,0.338,0.938,0.7,0.738,0.613,0.313,0.188,0.15,0.15,0.163,0.138,0.175,0.15,0.15,0.15,0.15
6407368008,1109087,Consumption,28/05/2017,No,0.325,0.25,0.05,0.063,0.05,0.063,0.025,0.063,0.037,0.05,0.037,0.037,0.05,0.063,0.15,0.113,0.113,0.15,0.212,0.125,0.138,0.362,0.25,0.15,0.15,0.375,0.225,0.263,0.25,0.237,0.188,0.1,0.6,0.588,0.537,0.613,1.138,0.875,0.512,0.463,0.588,0.95,0.613,0.512,0.512,0.325,0.138,0.1
6407368008,1109087,Consumption,29/05/2017,No,0.075,0.087,0.037,0.063,0.037,0.063,0.063,0.05,0.037,0.05,0.075,0.025,0.063,0.063,0.037,0.05,0.037,0.05,0.05,0.113,0.563,1.863,1.113,0.75,0.2,0.125,0.138,0.087,0.275,0.287,0.163,0.05,0.037,0.1,0.963,0.813,1.288,0.863,0.45,1,0.9,0.75,0.588,0.575,0.963,0.95,0.45,0.087
6407368008,1109087,Consumption,30/05/2017,No,0.1,0.05,0.063,0.063,0.037,0.063,0.037,0.063,0.037,0.063,0.037,0.05,0.037,0.15,0.225,0.2,0.287,0.237,0.163,0.463,0.7,0.537,0.675,0.438,0.25,0.125,0.163,0.212,0.113,0.237,0.188,0.163,0.175,0.2,0.225,0.225,0.362,0.4,0.675,0.738,0.512,0.688,0.4,0.438,0.4,0.375,0.338,0.3
6407368008,1109087,Consumption,31/05/2017,No,0.1,0.037,0.063,0.05,0.037,0.063,0.037,0.05,0.025,0.063,0.037,0.525,0.075,0.05,0.037,0.05,0.037,0.175,0.113,0.1,0.075,0.025,0.2,0.525,0.475,0.287,0.912,0.675,0.412,0.287,0.2,0.2,0.15,0.237,0.575,0.713,0.512,0.55,1.013,0.85,0.512,0.525,0.425,0.963,0.738,0.45,0.463,0.188
6407368008,1109087,Consumption,01/06/2017,No,0.1,0.063,0.05,0.075,0.025,0.063,0.037,0.025,0.063,0.025,0.063,0.037,0.025,0.063,0.025,0.037,0.05,0.138,0.037,0.063,0.05,0.037,0.35,0.275,0.212,0.063,0.025,0.05,0.037,0.037,0.063,0.025,0.063,0.188,0.375,0.5,0.463,0.412,0.425,0.537,0.75,0.55,0.537,0.325,0.325,0.313,0.35,0.2
6407368008,1109087,Consumption,02/06/2017,No,0.075,0.05,0.05,0.05,0.05,0.05,0.037,0.063,0.025,0.063,0.025,0.05,0.05,0.05,0.063,0.025,0.05,0.037,0.025,0.063,0.125,0.512,0.388,1,0.775,0.25,0.188,0.313,0.625,0.813,0.425,0.313,0.037,0.275,0.412,0.45,0.313,0.425,0.95,0.65,0.537,0.412,0.362,0.4,0.225,0.175,0.163,0.087
6407368008,1109087,Consumption,03/06/2017,No,0.05,0.063,0.05,0.063,0.05,0.05,0.05,0.037,0.063,0.037,0.05,0.037,0.063,0.037,0.05,0.15,0.237,0.35,0.2,0.163,0.075,0.075,0.063,0.075,0.075,0.063,0.037,0.075,0.037,0.063,0.037,0.2,0.113,0.263,0.662,0.588,0.512,0.45,0.35,0.362,0.388,0.35,0.375,0.338,0.537,0.95,0.838,0.3
6407368008,1109087,Consumption,04/06/2017,No,0.188,0.063,0.087,0.05,0.037,0.075,0.05,0.063,0.075,0.125,0.05,0.063,0.063,0.05,0.537,0.2,0.063,0.375,0.125,0.85,1.263,0.575,0.175,0.063,0.075,0.063,0.063,0.15,0.163,0.15,0.2,0.175,0.275,0.2,0.313,0.313,0.275,0.3,0.412,0.325,0.325,0.362,0.487,0.425,0.65,0.55,0.2,0.225
6407368008,1109087,Consumption,05/06/2017,No,0.125,0.063,0.05,0.063,0.037,0.05,0.037,0.063,0.05,0.037,0.163,0.475,0.2,0.188,0.212,0.175,0.188,0.2,0.175,0.575,0.15,0.512,0.175,0.188,0.225,0.125,0.138,0.087,0.575,0.575,0.138,0.063,0.175,0.3,0.225,0.212,0.575,0.963,0.85,0.838,0.525,0.525,0.85,0.738,0.613,0.375,0.25,0.287
6407368008,1109087,Consumption,06/06/2017,No,0.113,0.063,0.037,0.063,0.025,0.063,0.037,0.05,0.037,0.063,0.025,0.05,0.05,0.025,0.063,0.1,0.225,0.662,0.212,0.175,0.362,0.3,1.05,0.713,0.25,0.087,0.075,0.1,0.125,0.125,0.163,0.175,0.113,0.175,0.325,0.463,0.5,0.662,1.038,0.988,0.65,0.65,0.463,0.475,0.525,0.762,0.463,0.475
6407368008,1109087,Consumption,07/06/2017,No,0.163,0.075,0.063,0.05,0.05,0.05,0.05,0.05,0.212,0.225,0.225,0.438,0.375,0.338,0.35,0.412,0.212,0.175,0.163,0.175,0.738,0.163,0.15,0.138,1.163,0.163,0.037,0.05,0.563,0.275,0.263,0.188,0.225,0.237,0.412,0.375,0.4,0.45,0.575,0.925,1.188,1.4,0.675,0.362,0.263,0.113,0.075,0.075
6407368008,1109087,Consumption,08/06/2017,No,0.037,0.075,0.063,0.05,0.063,0.037,0.075,0.037,0.05,0.05,0.037,0.063,0.05,0.05,0.037,0.037,0.2,0.537,0.4,0.212,0.037,0.05,0.037,0.05,0.037,0.188,0.212,0.212,0.263,0.25,0.287,0.225,0.287,0.313,0.662,0.55,0.55,0.55,0.537,1.113,0.537,0.575,0.938,0.613,0.563,0.2,0.15,0.05
6407368008,1109087,Consumption,09/06/2017,No,0.075,0.037,0.063,0.037,0.063,0.037,0.063,0.037,0.05,0.05,0.05,0.037,0.113,0.037,0.063,0.163,0.125,0.463,0.275,0.237,0.2,0.188,0.175,0.1,0.075,0.063,0.063,0.15,0.275,0.925,0.75,0.4,0.138,0.075,0.063,0.15,0.175,0.512,0.487,0.762,0.525,0.15,0.15,0.125,0.163,0.175,0.138,0.063
6407368008,1109087,Consumption,10/06/2017,No,0.05,0.05,0.05,0.037,0.05,0.063,0.037,0.05,0.037,0.063,0.05,0.05,0.037,0.05,0.05,0.15,0.05,0.188,0.338,0.438,0.525,0.25,0.588,0.225,0.225,0.175,0.25,1.013,0.287,0.125,0.075,0.237,0.2,0.25,0.375,0.35,0.75,1.15,0.7,0.475,0.537,0.45,0.412,0.45,0.5,0.525,0.588,0.575
6407368008,1109087,Consumption,11/06/2017,No,0.625,0.325,0.113,0.075,0.037,0.087,0.05,0.063,0.037,0.063,0.15,0.075,0.037,0.063,0.05,0.063,0.025,0.15,0.475,0.362,0.45,0.163,0.412,0.388,0.912,0.912,0.175,0.087,0.2,0.2,0.188,0.087,0.138,0.2,0.375,0.438,0.375,0.9,0.35,0.438,0.625,0.487,0.575,0.537,0.375,0.487,0.5,0.425
6407368008,1109087,Consumption,12/06/2017,No,0.15,0.037,0.037,0.063,0.037,0.037,0.063,0.037,0.025,0.063,0.037,0.025,0.037,0.125,0.075,0.025,0.25,0.85,0.5,0.4,0.512,0.35,0.263,0.25,0.275,0.163,0.138,0.188,0.212,0.063,0.037,0.075,0.25,0.9,0.463,0.35,0.225,0.163,0.138,0.188,0.375,0.375,0.4,0.325,0.537,0.45,0.3,0.188
6407368008,1109087,Consumption,13/06/2017,No,0.075,0.037,0.037,0.075,0.025,0.037,0.063,0.037,0.025,0.063,0.037,0.375,0.087,0.037,0.05,0.05,0.075,0.188,0.237,0.412,1.125,0.275,0.225,0.2,0.188,0.35,0.225,0.125,0.113,0.675,0.212,0.237,0.263,0.325,0.313,0.3,0.362,0.613,0.925,0.45,0.362,0.875,0.938,0.4,0.45,0.45,1.175,0.912
6407368008,1109087,Consumption,14/06/2017,No,0.487,0.037,0.075,0.05,0.037,0.075,0.05,0.037,0.063,0.037,0.05,0.063,0.225,0.6,0.2,0.2,0.188,0.25,0.35,0.325,0.212,0.237,0.237,0.225,0.125,0.138,0.1,0.138,0.063,0.05,0.075,0.025,0.025,0.138,0.537,1.775,0.588,0.75,0.475,0.563,0.55,0.963,0.688,0.75,0.475,0.425,0.237,0.287
6407368008,1109087,Consumption,15/06/2017,No,0.05,0.063,0.05,0.037,0.075,0.025,0.05,0.05,0.037,0.063,0.025,0.15,0.237,0.2,0.2,0.225,0.163,0.425,0.1,0.025,0.25,0.163,0.15,0.138,0.212,0.188,0.313,0.175,0.075,0.05,0.188,0.138,0.163,0.275,0.463,0.263,0.362,0.388,0.362,0.375,0.512,0.725,0.7,0.563,0.45,0.25,0.075,0.113
6407368008,1109087,Consumption,16/06/2017,No,0.113,0.15,0.125,0.1,0.138,0.125,0.125,0.15,0.1,0.138,0.113,0.1,0.063,0.037,0.037,0.05,0.037,0.463,0.113,0.125,1.238,0.6,0.188,0.087,0.075,0.1,0.313,0.7,0.975,0.25,0.075,0.063,0.1,0.237,0.6,0.813,0.625,0.35,0.325,0.575,0.575,0.487,0.487,0.588,0.6,0.263,0.075,0.037
6407368008,1109087,Consumption,17/06/2017,No,0.05,0.037,0.037,0.063,0.025,0.063,0.025,0.05,0.063,0.025,0.063,0.037,0.05,0.05,0.05,0.05,0.05,0.388,0.5,0.412,0.2,0.075,0.475,0.15,0.037,0.063,0.025,0.063,0.1,0.175,0.425,0.263,0.287,0.338,0.388,0.425,1.212,1.337,0.7,0.6,1.275,0.95,0.45,0.375,0.412,0.35,0.163,0.163
6407368008,1109087,Consumption,18/06/2017,No,0.125,0.15,0.037,0.05,0.05,0.037,0.063,0.037,0.037,0.05,0.037,0.037,0.05,0.037,0.037,0.15,0.188,0.2,0.225,0.188,0.838,0.563,0.188,0.725,0.15,0.212,0.2,0.313,0.338,0.313,0.313,0.325,0.4,0.5,0.487,0.425,0.362,0.362,0.4,0.988,0.963,0.887,0.55,0.463,0.425,0.537,0.975,0.613
6407368008,1109087,Consumption,19/06/2017,No,0.563,0.05,0.087,0.087,0.063,0.037,0.063,0.037,0.037,0.063,0.037,0.4,0.15,0.125,0.125,0.163,0.138,0.175,0.325,0.287,0.275,0.487,0.362,0.362,0.4,0.35,0.388,0.338,0.325,0.375,0.287,0.25,0.525,0.662,0.313,0.2,0.275,0.287,0.4,0.588,0.487,0.5,0.637,0.5,0.5,0.65,0.188,0.05
6407368008,1109087,Consumption,20/06/2017,No,0.037,0.075,0.025,0.05,0.063,0.025,0.05,0.05,0.037,0.05,0.138,0.388,0.175,0.212,0.125,0.537,0.175,0.05,0.525,0.225,0.3,0.287,0.225,0.163,0.237,0.175,0.15,0.188,0.175,0.2,0.2,0.2,0.3,0.263,0.325,0.287,0.2,0.237,0.237,0.3,0.338,0.287,0.675,0.475,0.487,0.575,0.425,0.412
6407368008,1109087,Consumption,21/06/2017,No,0.4,0.35,0.15,0.063,0.087,0.05,0.037,0.063,0.037,0.025,0.087,0.188,0.037,0.063,0.025,0.388,0.225,0.15,0.138,0.412,0.188,0.375,0.65,0.188,0.125,0.037,0.063,0.025,0.037,0.063,0.025,0.037,0.125,0.063,0.025,0.125,0.362,0.438,0.55,0.438,0.537,0.563,0.475,0.4,0.475,0.975,0.838,0.575
6407368008,1109087,Consumption,22/06/2017,No,0.037,0.063,0.025,0.063,0.025,0.05,0.037,0.037,0.05,0.037,0.05,0.037,0.025,0.063,0.025,0.05,0.15,0.188,0.45,0.237,0.1,0.113,0.063,0.287,0.25,0.125,0.087,0.075,0.113,0.087,0.113,0.113,0.212,0.762,0.313,0.25,0.775,0.338,0.263,0.237,0.263,0.263,0.25,0.325,0.525,0.263,0.15,0.025
6407368008,1109087,Consumption,23/06/2017,No,0.063,0.037,0.037,0.063,0.037,0.025,0.063,0.037,0.025,0.113,0.087,0.025,0.037,0.063,0.037,0.037,0.063,0.025,0.037,0.05,0.475,0.325,0.087,0.025,0.037,0.05,0.025,0.063,0.037,0.025,0.063,0.025,0.1,0.15,0.138,0.138,0.212,0.537,0.338,0.475,0.5,0.4,0.35,0.037,0.063,0.037,0.025,0.063
6407368008,1109087,Consumption,24/06/2017,No,0.037,0.025,0.063,0.037,0.025,0.063,0.037,0.025,0.063,0.037,0.025,0.037,0.063,0.025,0.037,0.063,0.05,0.025,0.025,0.063,0.037,0.025,0.037,0.063,0.025,0.037,0.025,0.063,0.037,0.025,0.037,0.063,0.025,0.037,0.05,0.037,0.037,0.025,0.063,0.037,0.025,0.037,0.05,0.037,0.037,0.025,0.037,0.063
6407368008,1109087,Consumption,25/06/2017,No,0.025,0.037,0.025,0.138,0.063,0.037,0.025,0.063,0.025,0.037,0.025,0.075,0.037,0.037,0.025,0.037,0.063,0.025,0.1,0.087,0.063,0.037,0.087,0.063,0.075,0.075,0.037,0.037,0.063,0.075,0.037,0.037,0.037,0.063,0.025,0.025,0.037,0.087,0.163,0.125,0.188,0.175,0.075,0.037,0.037,0.037,0.063,0.025
