300,20170528,0.031,0.013,0.029,0.02,0.019,0.028,0.012,0.031,0.009,0.03,0.013,0.026,0.016,0.022,0.02,0.018,0.022,0.016,0.024,0.019,0.071,0.037,0.038,0.033,0.053,0.029,0.053,0.038,0.068,0.05,0.064,0.054,0.168,0.065,0.053,0.051,0.042,0.056,0.022,0.032,0.237,0.106,0.162,0.067,0.079,0.069,0.185,0.027,A,,,2.01705E+13
300,20170529,0.017,0.029,0.012,0.03,0.011,0.03,0.01,0.03,0.011,0.029,0.011,0.026,0.014,0.021,0.019,0.035,0.088,0.066,0.042,0.01,0.032,0.011,0.03,0.01,0.03,0.011,0.03,0.01,0.031,0.011,0.03,0.01,0.031,0.01,0.031,0.01,0.03,0.01,0.03,0.352,1.161,0.129,0.079,0.032,0.026,0.023,0.018,0.029,A,,,2.01705E+13
300,20170530,0.013,0.031,0.01,0.03,0.011,0.031,0.011,0.03,0.014,0.026,0.018,0.024,0.019,0.022,0.018,0.046,0.088,0.024,0.023,0.018,0.02,0.02,0.017,0.023,0.016,0.025,0.015,0.025,0.016,0.024,0.018,0.022,0.021,0.019,0.025,0.015,0.05,0.06,0.041,0.011,0.029,0.051,0.272,0.062,0.078,0.068,0.032,0.011,A,,,2.01705E+13
300,20170531,0.03,0.011,0.029,0.01,0.03,0.01,0.03,0.01,0.029,0.011,0.028,0.011,0.028,0.014,0.022,0.022,0.079,0.024,0.024,0.016,0.019,0.02,0.015,0.025,0.012,0.028,0.01,0.03,0.009,0.03,0.01,0.03,0.011,0.029,0.013,0.027,0.015,0.025,0.016,0.027,0.173,1.154,0.239,0.108,0.185,0.032,0.015,0.026,A,,,2.01706E+13
300,20170601,0.018,0.022,0.019,0.02,0.02,0.018,0.022,0.018,0.021,0.018,0.02,0.018,0.02,0.019,0.019,0.022,0.072,0.037,0.028,0.012,0.028,0.012,0.026,0.014,0.024,0.016,0.022,0.018,0.022,0.018,0.022,0.019,0.022,0.017,0.025,0.016,0.025,0.016,0.023,0.022,0.579,0.346,0.079,0.055,0.058,0.013,0.028,0.014,A,,,2.01706E+13
300,20170602,0.026,0.015,0.025,0.014,0.026,0.013,0.027,0.013,0.027,0.012,0.029,0.011,0.029,0.01,0.04,0.065,0.036,0.013,0.027,0.012,0.029,0.011,0.03,0.01,0.031,0.01,0.03,0.01,0.03,0.011,0.03,0.012,0.028,0.013,0.027,0.014,0.026,0.015,0.045,0.733,0.064,0.06,0.284,0.128,0.023,0.025,0.017,0.029,A,,,2.01706E+13
300,20170603,0.013,0.03,0.011,0.03,0.01,0.031,0.01,0.031,0.01,0.03,0.01,0.031,0.01,0.031,0.01,0.03,0.01,0.028,0.012,0.028,0.012,0.027,0.014,0.026,0.014,0.027,0.033,0.074,0.353,0.185,0.016,0.029,0.016,0.028,0.04,0.062,0.064,0.071,0.066,0.047,0.024,0.034,0.012,0.032,0.013,0.033,0.058,0.097,A,,,2.01706E+13
300,20170604,0.063,0.025,0.018,0.023,0.017,0.023,0.016,0.025,0.013,0.027,0.011,0.029,0.01,0.03,0.01,0.03,0.01,0.031,0.01,0.03,0.033,0.077,0.017,0.036,0.017,0.029,0.015,0.031,0.02,0.03,0.03,0.016,0.027,0.029,0.014,0.029,0.058,0.047,0.041,0.043,0.069,0.729,0.094,0.135,0.112,0.209,0.043,0.024,A,,,2.01706E+13
300,20170605,0.02,0.031,0.012,0.03,0.016,0.027,0.021,0.021,0.026,0.017,0.03,0.012,0.03,0.012,0.03,0.057,0.046,0.022,0.021,0.026,0.017,0.03,0.013,0.031,0.012,0.031,0.013,0.029,0.019,0.025,0.023,0.02,0.028,0.015,0.03,0.013,0.03,0.013,0.03,0.015,0.35,0.7,0.08,0.07,0.051,0.063,0.02,0.022,A,,,2.01706E+13
300,20170606,0.026,0.014,0.033,0.012,0.034,0.013,0.022,0.024,0.012,0.035,0.013,0.027,0.019,0.015,0.032,0.035,0.105,0.024,0.028,0.018,0.019,0.028,0.012,0.034,0.011,0.032,0.016,0.024,0.023,0.016,0.031,0.012,0.035,0.012,0.033,0.015,0.023,0.024,0.036,0.03,0.012,0.035,0.026,0.059,0.244,0.072,0.071,0.03,A,,,2.01706E+13
300,20170607,0.023,0.016,0.031,0.012,0.034,0.012,0.027,0.019,0.018,0.029,0.012,0.034,0.012,0.029,0.018,0.021,0.095,0.064,0.059,0.063,0.046,0.016,0.031,0.016,0.024,0.023,0.017,0.029,0.013,0.033,0.012,0.035,0.012,0.035,0.012,0.035,0.012,0.035,0.012,0.029,0.017,0.179,0.659,0.105,0.069,0.242,0.025,0.025,A,,,2.01706E+13
300,20170608,0.02,0.021,0.023,0.016,0.029,0.012,0.033,0.012,0.031,0.013,0.024,0.02,0.016,0.029,0.012,0.04,0.056,0.037,0.011,0.025,0.02,0.017,0.027,0.012,0.034,0.012,0.033,0.012,0.03,0.015,0.027,0.018,0.023,0.022,0.019,0.026,0.014,0.031,0.012,0.061,0.011,0.03,0.014,0.037,0.067,0.073,0.078,0.017,A,,,2.01706E+13
300,20170609,0.03,0.013,0.033,0.012,0.029,0.016,0.022,0.023,0.015,0.031,0.012,0.032,0.013,0.032,0.014,0.048,0.096,0.049,0.027,0.013,0.032,0.012,0.033,0.012,0.033,0.012,0.03,0.015,0.029,0.016,0.027,0.019,0.027,0.019,0.028,0.019,0.029,0.018,0.029,0.017,0.028,0.019,0.025,0.04,0.075,0.028,0.018,0.029,A,,,2.01706E+13
300,20170610,0.012,0.033,0.012,0.033,0.012,0.033,0.012,0.031,0.015,0.025,0.02,0.02,0.026,0.014,0.032,0.012,0.033,0.013,0.032,0.014,0.027,0.07,0.114,0.068,0.038,0.044,0.017,0.034,0.013,0.031,0.015,0.041,0.018,0.036,0.044,0.059,0.052,0.045,0.036,0.023,0.745,0.097,0.078,0.087,0.095,0.096,0.026,0.026,A,,,2.01706E+13
300,20170611,0.013,0.037,0.012,0.025,0.025,0.012,0.037,0.014,0.016,0.034,0.012,0.025,0.025,0.012,0.032,0.019,0.012,0.038,0.013,0.012,0.037,0.012,0.402,0.08,0.012,0.039,0.072,0.044,0.033,0.012,0.038,0.024,0.033,0.014,0.033,0.033,0.074,0.064,0.057,0.048,0.553,0.926,0.07,0.074,0.077,0.088,0.219,0.033,A,,,2.01706E+13
300,20170612,0.016,0.028,0.019,0.024,0.023,0.02,0.028,0.016,0.03,0.014,0.031,0.012,0.032,0.012,0.031,0.028,0.097,0.046,0.03,0.012,0.03,0.012,0.031,0.014,0.028,0.017,0.025,0.02,0.023,0.023,0.02,0.025,0.017,0.03,0.013,0.031,0.011,0.03,0.012,0.038,0.296,0.14,0.064,0.059,0.053,0.061,0.056,0.057,A,,,2.01706E+13
300,20170613,0.059,0.04,0.012,0.033,0.011,0.032,0.012,0.032,0.012,0.031,0.013,0.028,0.015,0.026,0.017,0.049,0.084,0.062,0.015,0.025,0.018,0.023,0.021,0.021,0.023,0.02,0.024,0.021,0.023,0.022,0.022,0.024,0.02,0.025,0.018,0.028,0.017,0.029,0.044,0.031,0.012,0.031,0.012,0.758,0.049,0.061,0.067,0.029,A,,,2.01706E+13
300,20170614,0.026,0.018,0.03,0.013,0.031,0.012,0.031,0.012,0.031,0.012,0.031,0.012,0.031,0.012,0.028,0.055,0.108,0.035,0.024,0.018,0.02,0.023,0.015,0.028,0.012,0.038,0.072,0.047,0.022,0.031,0.015,0.032,0.011,0.032,0.012,0.032,0.012,0.032,0.011,0.032,0.12,0.612,0.082,0.062,0.071,0.059,0.201,0.017,A,,,2.01706E+13
300,20170615,0.029,0.019,0.026,0.021,0.022,0.023,0.021,0.024,0.019,0.025,0.018,0.025,0.018,0.025,0.018,0.048,0.073,0.065,0.012,0.03,0.012,0.031,0.014,0.03,0.015,0.028,0.018,0.026,0.02,0.023,0.026,0.017,0.031,0.013,0.031,0.013,0.031,0.018,0.036,0.062,0.013,0.032,0.012,0.035,0.074,0.067,0.083,0.068,A,,,2.01706E+13
300,20170616,0.053,0.036,0.023,0.021,0.029,0.014,0.032,0.011,0.032,0.012,0.031,0.012,0.03,0.014,0.027,0.045,0.076,0.027,0.031,0.012,0.031,0.012,0.031,0.012,0.032,0.012,0.031,0.012,0.031,0.012,0.032,0.016,0.027,0.024,0.023,0.028,0.016,0.032,0.011,0.963,0.223,0.067,0.049,0.058,0.052,0.055,0.045,0.06,A,,,2.01706E+13
300,20170617,0.028,0.019,0.028,0.017,0.027,0.017,0.026,0.017,0.025,0.018,0.024,0.019,0.022,0.021,0.019,0.024,0.016,0.028,0.012,0.077,0.409,0.078,0.107,0.034,0.105,0.032,0.012,0.031,0.012,0.033,0.012,0.031,0.044,0.081,0.048,0.041,0.026,0.02,0.032,0.023,0.02,0.03,0.024,0.055,0.054,0.073,0.084,0.074,A,,,2.01706E+13
300,20170618,0.04,0.031,0.014,0.028,0.022,0.019,0.029,0.012,0.029,0.014,0.026,0.022,0.019,0.029,0.011,0.029,0.011,0.029,0.017,0.023,0.043,0.067,0.061,0.037,0.051,0.075,0.055,0.026,0.022,0.028,0.03,0.015,0.026,0.047,0.034,0.062,0.079,0.061,0.072,0.077,0.233,0.117,0.084,0.123,0.099,0.076,0.213,0.015,A,,,2.01706E+13
300,20170619,0.029,0.024,0.019,0.03,0.012,0.029,0.021,0.02,0.03,0.011,0.03,0.014,0.027,0.021,0.02,0.061,0.08,0.058,0.02,0.021,0.027,0.015,0.03,0.012,0.029,0.018,0.023,0.026,0.016,0.029,0.012,0.029,0.021,0.021,0.029,0.012,0.03,0.018,0.033,0.047,0.012,0.03,0.02,0.021,0.03,0.053,0.055,0.018,A,,,2.01706E+13
300,20170620,0.025,0.026,0.015,0.03,0.013,0.028,0.02,0.022,0.027,0.014,0.03,0.012,0.029,0.039,0.035,0.029,0.069,0.042,0.015,0.026,0.02,0.021,0.027,0.014,0.029,0.012,0.03,0.018,0.023,0.027,0.014,0.03,0.015,0.026,0.026,0.016,0.03,0.017,0.025,0.026,0.208,0.135,0.08,0.092,0.092,0.043,0.023,0.022,A,,,2.01706E+13
300,20170621,0.032,0.013,0.029,0.023,0.02,0.03,0.012,0.03,0.018,0.024,0.023,0.018,0.028,0.013,0.029,0.022,0.098,0.036,0.025,0.022,0.019,0.028,0.015,0.029,0.012,0.029,0.017,0.025,0.023,0.019,0.03,0.012,0.03,0.014,0.028,0.019,0.022,0.026,0.014,0.029,0.486,0.358,0.077,0.074,0.081,0.208,0.039,0.018,A,,,2.01706E+13
300,20170622,0.029,0.015,0.03,0.013,0.033,0.012,0.031,0.012,0.03,0.012,0.031,0.012,0.03,0.012,0.031,0.027,0.099,0.035,0.028,0.017,0.028,0.018,0.025,0.019,0.024,0.022,0.021,0.024,0.019,0.027,0.017,0.029,0.014,0.032,0.012,0.031,0.012,0.031,0.012,0.031,0.596,0.235,0.07,0.079,0.068,0.049,0.029,0.018,A,,,2.01706E+13
300,20170623,0.033,0.013,0.033,0.012,0.032,0.015,0.029,0.017,0.027,0.021,0.023,0.023,0.021,0.024,0.02,0.039,0.066,0.054,0.066,0.048,0.035,0.021,0.024,0.025,0.019,0.027,0.016,0.029,0.015,0.031,0.013,0.031,0.012,0.031,0.012,0.031,0.012,0.032,0.082,0.326,0.529,0.077,0.073,0.057,0.07,0.088,0.037,0.014,A,,,2.01706E+13
300,20170624,0.032,0.013,0.032,0.012,0.032,0.012,0.032,0.011,0.031,0.012,0.032,0.012,0.03,0.012,0.028,0.015,0.023,0.02,0.018,0.024,0.014,0.028,0.021,0.09,0.158,0.382,0.013,0.034,0.019,0.036,0.015,0.039,0.046,0.053,0.054,0.036,0.556,0.228,0.045,0.054,0.073,0.316,0.095,0.068,0.079,0.064,0.051,0.022,A,,,2.01706E+13
300,20170625,0.028,0.021,0.023,0.021,0.022,0.021,0.022,0.019,0.023,0.016,0.026,0.013,0.03,0.012,0.03,0.012,0.03,0.012,0.03,0.012,0.031,0.012,0.03,0.012,0.062,0.048,0.06,0.034,0.054,0.035,0.053,0.062,0.039,0.035,0.072,0.06,0.051,0.053,0.042,0.04,0.449,0.401,0.078,0.062,0.081,0.175,0.022,0.023,A,,,2.01706E+13
300,20170626,0.041,0.068,0.047,0.012,0.031,0.012,0.03,0.012,0.03,0.012,0.03,0.012,0.027,0.015,0.022,0.019,0.067,0.046,0.028,0.02,0.021,0.022,0.018,0.024,0.018,0.025,0.018,0.025,0.016,0.026,0.019,0.023,0.021,0.021,0.022,0.02,0.023,0.02,0.024,0.059,0.938,0.92,0.084,0.059,0.085,0.036,0.029,0.022,A,,,2.01706E+13
300,20170627,0.021,0.028,0.015,0.03,0.012,0.03,0.012,0.031,0.012,0.03,0.012,0.03,0.012,0.031,0.015,0.099,0.049,0.03,0.012,0.03,0.012,0.029,0.013,0.029,0.012,0.03,0.013,0.028,0.015,0.027,0.017,0.025,0.017,0.025,0.018,0.024,0.02,0.021,0.02,0.022,0.365,0.473,0.112,0.636,0.558,0.083,0.014,0.033,A,,,2.01706E+13
300,20170628,0.015,0.03,0.013,0.032,0.013,0.032,0.012,0.033,0.012,0.032,0.013,0.032,0.012,0.032,0.027,0.1,0.039,0.038,0.019,0.037,0.021,0.032,0.025,0.03,0.027,0.028,0.03,0.027,0.029,0.026,0.032,0.025,0.032,0.027,0.029,0.028,0.03,0.027,0.032,0.023,0.032,0.292,0.216,0.895,0.08,0.205,0.023,0.025,A,,,2.01706E+13
300,20170629,0.019,0.025,0.019,0.025,0.018,0.024,0.02,0.022,0.021,0.022,0.022,0.018,0.025,0.016,0.05,0.092,0.039,0.015,0.028,0.013,0.033,0.012,0.032,0.013,0.025,0.02,0.017,0.027,0.012,0.032,0.012,0.032,0.012,0.031,0.014,0.021,0.022,0.014,0.03,0.012,0.032,0.012,1.128,0.151,0.067,0.379,0.212,0.034,A,,,2.01706E+13
300,20170630,0.013,0.033,0.012,0.026,0.019,0.017,0.029,0.012,0.033,0.013,0.023,0.022,0.012,0.033,0.034,0.098,0.085,0.056,0.037,0.013,0.033,0.013,0.025,0.02,0.014,0.032,0.012,0.033,0.013,0.025,0.02,0.019,0.026,0.017,0.029,0.013,0.033,0.012,0.04,0.013,0.032,0.014,0.032,0.033,0.076,1.035,0.061,0.069,A,,,2.01707E+13
300,20170701,0.025,0.017,0.029,0.013,0.034,0.012,0.028,0.02,0.015,0.031,0.013,0.031,0.016,0.015,0.031,0.03,0.079,0.674,0.038,0.078,0.056,0.274,0.042,0.018,0.028,0.013,0.035,0.013,0.029,0.498,0.053,0.017,0.049,0.063,0.047,0.169,0.643,0.036,0.36,0.467,0.151,0.078,0.428,0.104,0.125,0.022,0.025,0.025,A,,,2.01707E+13
300,20170702,0.021,0.021,0.023,0.018,0.027,0.013,0.032,0.013,0.031,0.014,0.02,0.025,0.013,0.033,0.012,0.028,0.018,0.012,0.031,0.015,0.554,0.666,0.188,0.019,0.021,0.027,0.046,0.043,0.045,0.041,0.036,0.028,0.02,0.027,0.019,0.028,0.019,0.243,0.367,0.119,0.317,0.762,0.058,0.074,0.221,0.045,0.022,0.033,A,,,2.01707E+13
300,20170703,0.014,0.032,0.014,0.03,0.013,0.032,0.012,0.033,0.012,0.035,0.065,0.05,0.027,0.015,0.221,0.338,0.087,0.013,0.025,0.02,0.014,0.032,0.013,0.032,0.013,0.028,0.017,0.022,0.023,0.016,0.03,0.013,0.033,0.013,0.033,0.013,0.027,0.017,0.021,0.024,0.013,0.032,0.03,0.075,0.014,0.029,0.017,0.021,A,,,2.01707E+13
300,20170704,0.026,0.013,0.033,0.013,0.033,0.013,0.027,0.02,0.017,0.028,0.013,0.032,0.013,0.033,0.03,0.107,0.034,0.027,0.019,0.018,0.027,0.013,0.032,0.013,0.033,0.012,0.026,0.02,0.019,0.026,0.012,0.033,0.013,0.033,0.058,0.079,0.057,0.066,0.015,0.035,0.015,0.07,0.079,0.089,0.046,0.019,0.029,0.016,A,,,2.01707E+13
300,20170705,0.029,0.014,0.031,0.013,0.031,0.013,0.031,0.013,0.03,0.014,0.03,0.013,0.03,0.015,0.041,0.081,0.057,0.013,0.031,0.012,0.032,0.012,0.031,0.013,0.03,0.013,0.031,0.013,0.03,0.012,0.031,0.013,0.031,0.014,0.03,0.014,0.029,0.016,0.029,0.014,0.072,0.081,0.11,0.106,0.065,0.215,0.031,0.015,A,,,2.01707E+13
300,20170706,0.03,0.013,0.03,0.012,0.031,0.013,0.03,0.013,0.03,0.013,0.031,0.012,0.027,0.016,0.043,0.09,0.064,0.012,0.03,0.014,0.025,0.019,0.02,0.025,0.016,0.028,0.013,0.031,0.012,0.031,0.013,0.031,0.013,0.032,0.015,0.029,0.018,0.027,0.024,0.057,0.022,0.021,0.023,0.198,0.136,0.066,0.25,0.023,A,,,2.01707E+13
300,20170707,0.029,0.02,0.024,0.02,0.024,0.019,0.025,0.016,0.027,0.018,0.026,0.017,0.028,0.013,0.031,0.056,0.081,0.015,0.029,0.015,0.029,0.015,0.029,0.016,0.028,0.016,0.028,0.016,0.028,0.017,0.027,0.019,0.025,0.023,0.021,0.028,0.016,0.032,0.013,0.032,0.013,0.032,0.013,0.032,0.025,0.082,0.028,0.032,A,,,2.01707E+13
300,20170708,0.016,0.028,0.014,0.028,0.014,0.03,0.012,0.031,0.012,0.031,0.012,0.031,0.013,0.03,0.013,0.031,0.013,0.032,0.014,0.078,0.026,0.507,0.025,0.03,0.02,0.054,0.063,0.054,0.016,0.028,0.025,0.019,0.032,0.013,0.03,0.054,0.072,0.05,0.068,0.035,0.057,0.082,0.066,0.073,0.061,0.065,0.014,0.032,A,,,2.01707E+13
300,20170709,0.013,0.031,0.012,0.031,0.013,0.031,0.013,0.031,0.012,0.032,0.012,0.029,0.015,0.024,0.02,0.018,0.026,0.026,0.084,0.043,0.049,0.012,0.03,0.013,0.031,0.012,0.03,0.024,0.058,0.039,0.09,0.123,0.044,0.021,0.057,0.063,0.064,0.049,0.054,0.044,0.048,1.163,0.17,0.073,0.233,0.057,0.043,0.013,A,,,2.01707E+13
300,20170710,0.03,0.013,0.03,0.012,0.031,0.012,0.03,0.013,0.03,0.013,0.03,0.013,0.029,0.013,0.031,0.021,0.051,0.022,0.03,0.014,0.029,0.013,0.03,0.014,0.029,0.014,0.03,0.013,0.031,0.014,0.029,0.015,0.029,0.017,0.027,0.019,0.024,0.021,0.022,0.019,0.739,0.135,0.068,0.301,0.563,0.027,0.025,0.019,A,,,2.01707E+13
300,20170711,0.029,0.014,0.031,0.012,0.03,0.014,0.025,0.018,0.021,0.022,0.018,0.025,0.016,0.026,0.03,0.081,0.096,0.046,0.013,0.032,0.013,0.031,0.012,0.031,0.013,0.031,0.013,0.03,0.013,0.031,0.016,0.028,0.02,0.025,0.026,0.018,0.032,0.013,0.031,0.013,0.03,0.059,0.09,0.08,0.097,0.231,0.014,0.032,A,,,2.01707E+13
300,20170712,0.013,0.03,0.013,0.03,0.015,0.029,0.015,0.028,0.015,0.029,0.013,0.03,0.013,0.03,0.013,0.085,0.066,0.036,0.02,0.037,0.019,0.038,0.019,0.037,0.019,0.037,0.019,0.037,0.019,0.037,0.019,0.037,0.025,0.031,0.033,0.024,0.038,0.02,0.037,0.021,0.294,1.236,0.087,0.094,0.44,0.215,0.029,0.017,A,,,2.01707E+13
300,20170713,0.031,0.013,0.031,0.013,0.031,0.016,0.027,0.02,0.024,0.019,0.025,0.016,0.028,0.013,0.031,0.049,0.086,0.046,0.048,0.04,0.047,0.043,0.045,0.047,0.04,0.052,0.035,0.052,0.035,0.053,0.038,0.05,0.04,0.048,0.046,0.042,0.051,0.038,0.053,0.051,0.031,0.013,0.03,0.016,0.25,0.101,0.125,0.127,A,,,2.01707E+13
300,20170714,0.027,0.034,0.013,0.031,0.02,0.023,0.025,0.019,0.027,0.017,0.029,0.014,0.031,0.012,0.029,0.058,0.084,0.015,0.03,0.013,0.031,0.013,0.03,0.012,0.031,0.013,0.03,0.013,0.03,0.013,0.03,0.013,0.031,0.013,0.03,0.016,0.027,0.019,0.025,0.55,0.455,0.068,0.088,0.067,0.081,0.159,0.027,0.022,A,,,2.01707E+13
300,20170715,0.03,0.014,0.028,0.023,0.012,0.033,0.019,0.013,0.032,0.02,0.013,0.03,0.023,0.012,0.025,0.028,0.013,0.018,0.034,0.076,0.475,0.034,0.013,0.031,0.019,0.013,0.036,0.024,0.02,0.068,0.071,0.059,0.033,0.035,0.1,0.2,0.055,0.022,0.027,0.019,0.027,0.018,0.025,0.02,0.021,0.024,0.017,0.564,A,,,2.01707E+13
300,20170716,0.037,0.031,0.013,0.033,0.013,0.032,0.013,0.032,0.013,0.028,0.016,0.02,0.025,0.013,0.032,0.013,0.032,0.014,0.035,0.034,0.023,0.032,0.237,0.431,0.271,0.044,0.024,0.029,0.022,0.03,0.026,0.049,0.019,0.025,0.033,0.055,1.116,0.217,0.148,0.118,0.131,0.394,0.079,0.052,0.153,0.2,0.063,0.024,A,,,2.01707E+13
300,20170717,0.032,0.017,0.027,0.019,0.024,0.019,0.024,0.02,0.022,0.021,0.022,0.021,0.022,0.021,0.022,0.059,0.107,0.054,0.036,0.03,0.026,0.032,0.024,0.033,0.022,0.034,0.022,0.034,0.021,0.034,0.02,0.035,0.019,0.037,0.018,0.036,0.018,0.037,0.017,0.036,0.046,0.371,1.112,0.079,0.059,0.364,0.254,0.293,A,,,2.01707E+13
300,20170718,0.017,0.03,0.021,0.023,0.025,0.015,0.034,0.013,0.035,0.013,0.028,0.019,0.018,0.029,0.036,0.063,0.039,0.03,0.013,0.033,0.013,0.032,0.014,0.025,0.022,0.014,0.033,0.013,0.033,0.013,0.025,0.022,0.014,0.033,0.013,0.032,0.014,0.024,0.021,0.013,0.033,0.018,0.333,0.075,0.098,0.433,0.114,0.025,A,,,2.01707E+13
300,20170719,0.028,0.031,0.02,0.022,0.028,0.013,0.029,0.021,0.02,0.028,0.013,0.028,0.013,0.028,0.035,0.055,0.062,0.026,0.018,0.023,0.021,0.019,0.026,0.015,0.028,0.012,0.029,0.012,0.028,0.019,0.022,0.028,0.014,0.028,0.013,0.029,0.018,0.023,0.023,0.018,0.204,0.525,0.277,0.067,0.074,0.324,0.184,0.031,A,,,2.01707E+13
300,20170720,0.015,0.03,0.013,0.027,0.017,0.024,0.021,0.02,0.025,0.015,0.028,0.013,0.028,0.013,0.028,0.058,0.056,0.018,0.022,0.018,0.022,0.018,0.022,0.019,0.022,0.019,0.022,0.022,0.019,0.026,0.015,0.029,0.012,0.029,0.013,0.028,0.017,0.025,0.021,0.046,0.024,0.017,0.025,0.031,1.089,0.227,0.266,0.027,A,,,2.01707E+13
300,20170721,0.021,0.03,0.013,0.029,0.013,0.028,0.013,0.028,0.013,0.029,0.013,0.028,0.015,0.027,0.036,0.042,0.729,0.02,0.024,0.018,0.025,0.015,0.029,0.012,0.029,0.013,0.028,0.013,0.028,0.02,0.021,0.029,0.013,0.028,0.02,0.022,0.029,0.015,0.026,0.028,0.021,0.101,0.069,0.055,0.051,0.017,0.031,0.024,A,,,2.01707E+13
300,20170722,0.019,0.03,0.013,0.028,0.023,0.019,0.028,0.013,0.028,0.019,0.023,0.027,0.014,0.029,0.013,0.027,0.021,0.021,0.028,0.013,0.528,0.305,1.004,0.028,0.024,0.061,0.058,0.04,0.028,0.029,0.028,0.109,0.116,0.098,0.085,0.547,1.138,0.163,0.104,0.083,0.082,0.086,0.068,0.966,0.059,0.039,0.043,0.039,A,,,2.01707E+13
300,20170723,0.025,0.038,0.024,0.036,0.03,0.026,0.039,0.077,0.051,0.025,0.038,0.025,0.031,0.03,0.026,0.036,0.02,0.037,0.02,0.053,0.08,0.082,0.063,0.055,0.057,0.331,0.074,0.049,0.048,0.056,0.04,0.057,0.023,0.035,0.03,0.043,0.217,0.396,1.402,0.55,0.096,0.099,0.057,0.057,0.141,0.36,0.098,0.017,A,,,2.01707E+13
