300,20170810,0.018,0.049,0.026,0.036,0.036,0.026,0.066,0.094,0.051,0.033,0.032,0.040,0.356,0.626,1.036,1.424,1.235,0.877,0.131,0.114,0.086,0.162,0.172,0.167,0.161,0.256,0.131,0.131,0.147,0.171,0.151,0.495,0.823,1.076,0.963,0.845,0.746,0.317,0.079,0.069,0.071,1.038,0.803,0.755,0.642,0.065,0.050,0.049,A,,,20170811014113,
300,20170811,0.046,0.042,0.053,0.118,0.053,0.052,0.050,0.063,0.051,0.047,0.048,0.048,0.060,0.720,1.320,1.241,1.064,1.188,0.843,1.238,0.670,0.218,0.142,0.472,0.367,0.057,0.901,0.811,0.829,0.868,0.897,0.981,0.127,0.049,0.046,0.043,0.038,0.037,0.042,0.652,0.715,0.723,1.086,1.058,0.879,1.213,0.959,0.867,A,,,20170812014857,
300,20170812,0.405,0.046,0.039,0.034,0.031,0.037,0.035,0.033,0.029,0.029,0.029,0.028,0.029,0.042,0.365,1.443,1.039,1.161,1.131,0.991,0.907,0.821,0.826,0.224,0.113,0.140,0.310,0.197,0.447,0.270,0.952,1.602,1.011,0.764,0.702,1.065,0.648,0.108,0.092,0.097,0.533,0.310,0.205,0.151,0.166,0.422,0.451,0.380,A,,,20170813014810,
300,20170813,0.048,0.050,0.047,0.046,0.043,0.043,0.035,0.034,0.034,0.039,0.041,0.044,0.039,0.034,0.029,0.884,0.791,0.923,0.082,0.062,0.055,0.039,0.039,0.028,0.116,0.059,0.042,0.036,0.025,0.846,1.443,1.747,1.202,0.087,0.039,0.039,0.040,0.046,0.044,0.040,0.039,0.744,1.638,1.503,1.382,0.433,0.051,0.043,A,,,20170814040013,
300,20170814,0.058,0.056,0.043,0.038,0.053,0.053,0.037,0.043,0.052,0.042,0.036,0.050,0.044,0.049,1.073,1.049,0.863,0.417,0.144,0.167,0.160,0.142,0.132,0.118,0.145,0.140,0.138,0.148,0.101,0.124,0.141,0.398,0.213,0.186,0.942,0.749,0.840,0.738,0.709,0.223,0.451,0.639,1.216,0.594,0.661,0.215,0.089,0.112,A,,,20170815014018,
300,20170815,0.092,0.136,0.065,0.149,0.084,0.118,0.137,0.123,0.180,0.146,0.143,0.122,0.146,0.137,0.947,0.965,0.852,0.652,0.095,0.062,0.109,0.150,0.107,0.025,0.045,0.042,0.018,0.045,0.039,0.019,0.156,0.997,0.575,0.661,0.585,1.003,0.629,0.666,0.841,0.656,0.406,0.204,0.762,0.574,0.611,0.086,0.044,0.053,A,,,20170816042835,
300,20170816,0.062,0.031,0.056,0.051,0.036,0.058,0.039,0.057,0.052,0.038,0.058,0.235,0.229,0.214,0.882,0.812,0.782,0.477,0.218,0.169,0.193,0.173,0.147,0.151,0.153,0.146,0.298,0.260,0.252,0.242,0.257,0.355,0.792,1.652,0.638,0.659,0.701,0.624,0.556,0.999,1.032,1.029,1.071,1.062,0.427,0.053,0.052,0.038,A,,,20170817015105,
300,20170817,0.027,0.041,0.042,0.021,0.040,0.039,0.024,0.039,0.031,0.028,0.040,0.027,0.038,0.350,0.287,1.007,0.920,0.991,0.904,1.203,0.551,0.739,0.640,0.972,0.952,0.514,1.251,0.618,0.452,0.150,0.864,0.697,0.311,0.905,0.681,0.084,0.050,0.126,0.085,0.048,0.061,0.250,0.987,0.681,0.767,0.809,0.152,0.068,A,,,20170818040027,
300,20170818,0.041,0.062,0.053,0.048,0.061,0.039,0.061,0.054,0.045,0.061,0.038,0.339,0.664,0.811,0.881,0.910,0.997,0.892,0.977,0.957,1.089,0.565,0.803,0.709,0.648,0.741,0.896,0.641,0.595,0.697,0.755,0.728,0.666,0.769,0.755,0.715,0.931,0.868,0.648,0.054,0.030,0.056,0.068,0.075,0.031,0.446,0.451,0.689,A,,,20170819045333,
300,20170819,0.607,0.059,0.039,0.046,0.027,0.047,0.037,0.033,0.046,0.024,0.046,0.032,0.041,0.038,0.030,0.061,0.568,1.572,1.404,1.263,1.170,0.977,0.933,1.899,1.656,0.418,0.190,0.230,0.142,0.150,0.274,0.287,1.199,1.078,0.724,1.044,0.822,0.914,0.989,0.786,0.831,0.783,0.774,0.898,0.800,0.769,0.586,0.408,A,,,20170820042538,
